Record Type,Date,Time (system on),Time (system off),Upload (MB),Download (MB),Total (MB),Apps Used,Application,Month
MonthlyApp,,,,5032.03,38294.1,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
MonthlyApp,,,,934.18,8487.36,,,wps.exe,2025-5
MonthlyApp,,,,2373.7,21473.55,,,promecefpluginhost.exe,2025-5
MonthlyApp,,,,1231.42,9494.77,,,SDXHelper.exe,2025-5
MonthlyApp,,,,1131.04,9013.56,,,MpDefenderCoreService.exe,2025-5
MonthlyApp,,,,839.99,7631.16,,,MsMpEng.exe,2025-5
MonthlyApp,,,,1159.53,8967.41,,,gamingservices.exe,2025-5
MonthlyApp,,,,1127.84,9025.39,,,FileCoAuth.exe,2025-5
MonthlyApp,,,,7217.58,58518.6,,,backgroundTaskHost.exe,2025-5
MonthlyApp,,,,2778.83,24419.83,,,explorer.exe,2025-5
MonthlyApp,,,,3541.95,32160.79,,,msedge.exe,2025-5
MonthlyApp,,,,33182.85,263610.57,,,node.exe,2025-5
MonthlyApp,,,,651.17,5884.97,,,git-remote-https.exe,2025-5
MonthlyApp,,,,1858.68,16798.08,,,ollama app.exe,2025-5
MonthlyApp,,,,620.5,4817.5,,,browser_assistant.exe,2025-5
MonthlyApp,,,,498.45,3344.13,,,taskhostw.exe,2025-5
MonthlyApp,,,,400.0,2876.6,,,NisSrv.exe,2025-5
DailyState,2025-05-29,,,30.26,188.81,3.19,,,
DailyState,2025-05-29,,,30.26,188.81,5.67,,,
DailyState,2025-05-29,,,30.26,188.81,7.33,,,
DailyState,2025-05-29,,,30.26,188.81,8.97,,,
App,2025-05-29,,,8061.37,49137.67,,,chrome.exe,
App,2025-05-29,,,66.22,395.19,,,spoolsv.exe,
App,2025-05-29,,,428.17,2561.51,,,Dropbox.exe,
App,2025-05-29,,,2095.33,12529.92,,,svchost.exe,
App,2025-05-29,,,164.27,979.36,,,SearchApp.exe,
App,2025-05-29,,,66.22,395.19,,,wininit.exe,
App,2025-05-29,,,231.78,1383.18,,,System,
App,2025-05-29,,,161.26,966.01,,,Code.exe,
App,2025-05-29,,,33.11,197.6,,,ollama.exe,
App,2025-05-29,,,66.22,395.19,,,Bridge_Service.exe,
App,2025-05-29,,,66.22,395.19,,,lsass.exe,
App,2025-05-29,,,33.11,197.6,,,WhatsApp.exe,
App,2025-05-29,,,98.56,587.35,,,Telegram.exe,
App,2025-05-29,,,33.11,197.6,,,wpscloudsvr.exe,
App,2025-05-29,,,132.45,790.39,,,dasHost.exe,
App,2025-05-29,,,65.86,393.77,,,NortonSecurity.exe,
App,2025-05-29,,,66.22,395.19,,,services.exe,
App,2025-05-29,,,30.52,189.68,,,CLToast.exe,
App,2025-05-29,,,31.49,190.39,,,gamingservices.exe,
App,2025-05-29,,,32.38,192.55,,,MpDefenderCoreService.exe,
App,2025-05-29,,,32.6,194.51,,,updater.exe,
DailyState,2025-05-29,,,30.26,188.81,11.63,,,
DailyState,2025-05-29,,,30.26,188.81,14.14,,,
DailyState,2025-05-29,,,30.26,188.81,19.14,,,
DailyState,2025-05-29,,,30.26,188.81,32.76,,,
DailyState,2025-05-29,,,30.26,188.81,58.58,,,
App,2025-05-29,,,28939.08,176501.13,,,chrome.exe,
App,2025-05-29,,,78.75,496.31,,,spoolsv.exe,
App,2025-05-29,,,503.32,3168.24,,,Dropbox.exe,
App,2025-05-29,,,6385.06,38748.41,,,svchost.exe,
App,2025-05-29,,,183.06,1131.04,,,SearchApp.exe,
App,2025-05-29,,,78.75,496.32,,,wininit.exe,
App,2025-05-29,,,275.62,1737.1,,,System,
App,2025-05-29,,,164.82,986.05,,,Code.exe,
App,2025-05-29,,,39.37,248.16,,,ollama.exe,
App,2025-05-29,,,78.75,496.32,,,Bridge_Service.exe,
App,2025-05-29,,,78.75,496.32,,,lsass.exe,
App,2025-05-29,,,702.07,4385.21,,,WhatsApp.exe,
App,2025-05-29,,,111.09,688.47,,,Telegram.exe,
App,2025-05-29,,,206.66,1248.53,,,wpscloudsvr.exe,
App,2025-05-29,,,157.5,992.63,,,dasHost.exe,
App,2025-05-29,,,72.12,444.33,,,NortonSecurity.exe,
App,2025-05-29,,,78.75,496.32,,,services.exe,
App,2025-05-29,,,30.52,189.68,,,CLToast.exe,
App,2025-05-29,,,31.49,190.39,,,gamingservices.exe,
App,2025-05-29,,,34.13,206.76,,,MpDefenderCoreService.exe,
App,2025-05-29,,,32.6,194.51,,,updater.exe,
App,2025-05-29,,,100.4,600.68,,,wps.exe,
App,2025-05-29,,,33.46,200.07,,,promecefpluginhost.exe,
App,2025-05-29,,,100.26,599.34,,,wpspdf.exe,
App,2025-05-29,,,38.13,238.2,,,SDXHelper.exe,
DailyState,2025-05-29,,,30.26,188.81,68.7,,,
DailyState,2025-05-29,,,30.26,188.81,70.48,,,
DailyState,2025-05-29,,,30.26,188.81,73.15,,,
DailyState,2025-05-29,,,40.32,254.37,0,,,
MonthlyApp,,,,15095.68,114880.67,,,LockApp.exe,2025-5
MonthlyApp,,,,65785.28,551581.67,,,Code.exe,2025-5
MonthlyApp,,,,341095.63,2786272.64,,,svchost.exe,2025-5
MonthlyApp,,,,125466.42,1084132.08,,,WhatsApp.exe,2025-5
MonthlyApp,,,,36535.46,295942.24,,,Dropbox.exe,2025-5
MonthlyApp,,,,2660.91,20038.18,,,services.exe,2025-5
MonthlyApp,,,,10639.07,88532.71,,,NortonSecurity.exe,2025-5
MonthlyApp,,,,9313.42,70134.69,,,System,2025-5
MonthlyApp,,,,624398.44,5081302.77,,,chrome.exe,2025-5
MonthlyApp,,,,2660.98,20038.39,,,lsass.exe,2025-5
MonthlyApp,,,,1330.39,10019.02,,,ollama.exe,2025-5
MonthlyApp,,,,15127.67,134819.4,,,wpscloudsvr.exe,2025-5
MonthlyApp,,,,2660.95,20038.2,,,wininit.exe,2025-5
MonthlyApp,,,,2660.95,20038.23,,,spoolsv.exe,2025-5
MonthlyApp,,,,2660.99,20038.46,,,Bridge_Service.exe,2025-5
MonthlyApp,,,,4688.94,37657.13,,,SearchApp.exe,2025-5
MonthlyApp,,,,5321.98,40077.12,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
MonthlyApp,,,,1034.58,9088.04,,,wps.exe,2025-5
MonthlyApp,,,,2407.16,21673.62,,,promecefpluginhost.exe,2025-5
MonthlyApp,,,,1269.55,9732.97,,,SDXHelper.exe,2025-5
MonthlyApp,,,,1197.55,9412.87,,,MpDefenderCoreService.exe,2025-5
MonthlyApp,,,,839.99,7631.16,,,MsMpEng.exe,2025-5
MonthlyApp,,,,1222.51,9348.19,,,gamingservices.exe,2025-5
MonthlyApp,,,,1127.84,9025.39,,,FileCoAuth.exe,2025-5
MonthlyApp,,,,7217.58,58518.6,,,backgroundTaskHost.exe,2025-5
MonthlyApp,,,,2778.83,24419.83,,,explorer.exe,2025-5
MonthlyApp,,,,3541.95,32160.79,,,msedge.exe,2025-5
MonthlyApp,,,,33182.85,263610.57,,,node.exe,2025-5
MonthlyApp,,,,651.17,5884.97,,,git-remote-https.exe,2025-5
MonthlyApp,,,,1858.68,16798.08,,,ollama app.exe,2025-5
MonthlyApp,,,,620.5,4817.5,,,browser_assistant.exe,2025-5
MonthlyApp,,,,498.45,3344.13,,,taskhostw.exe,2025-5
MonthlyApp,,,,400.0,2876.6,,,NisSrv.exe,2025-5
MonthlyApp,,,,209.65,1275.82,,,Telegram.exe,2025-5
MonthlyApp,,,,61.04,379.36,,,CLToast.exe,2025-5
MonthlyApp,,,,65.2,389.02,,,updater.exe,2025-5
MonthlyApp,,,,100.26,599.34,,,wpspdf.exe,2025-5
DailyState,2025-05-29,,,40.32,254.37,1.73,,,
DailyState,2025-05-29,,,41.2,260.08,0,,,
MonthlyApp,,,,15095.68,114880.67,,,LockApp.exe,2025-5
MonthlyApp,,,,65785.28,551581.67,,,Code.exe,2025-5
MonthlyApp,,,,341095.63,2786272.64,,,svchost.exe,2025-5
MonthlyApp,,,,125466.42,1084132.08,,,WhatsApp.exe,2025-5
MonthlyApp,,,,36535.46,295942.24,,,Dropbox.exe,2025-5
MonthlyApp,,,,2660.91,20038.18,,,services.exe,2025-5
MonthlyApp,,,,10639.07,88532.71,,,NortonSecurity.exe,2025-5
MonthlyApp,,,,9313.42,70134.69,,,System,2025-5
MonthlyApp,,,,624398.44,5081302.77,,,chrome.exe,2025-5
MonthlyApp,,,,2660.98,20038.39,,,lsass.exe,2025-5
MonthlyApp,,,,1330.39,10019.02,,,ollama.exe,2025-5
MonthlyApp,,,,15127.67,134819.4,,,wpscloudsvr.exe,2025-5
MonthlyApp,,,,2660.95,20038.2,,,wininit.exe,2025-5
MonthlyApp,,,,2660.95,20038.23,,,spoolsv.exe,2025-5
MonthlyApp,,,,2660.99,20038.46,,,Bridge_Service.exe,2025-5
MonthlyApp,,,,4688.94,37657.13,,,SearchApp.exe,2025-5
MonthlyApp,,,,5321.98,40077.12,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
MonthlyApp,,,,1034.58,9088.04,,,wps.exe,2025-5
MonthlyApp,,,,2407.16,21673.62,,,promecefpluginhost.exe,2025-5
MonthlyApp,,,,1269.55,9732.97,,,SDXHelper.exe,2025-5
MonthlyApp,,,,1197.55,9412.87,,,MpDefenderCoreService.exe,2025-5
MonthlyApp,,,,839.99,7631.16,,,MsMpEng.exe,2025-5
MonthlyApp,,,,1222.51,9348.19,,,gamingservices.exe,2025-5
MonthlyApp,,,,1127.84,9025.39,,,FileCoAuth.exe,2025-5
MonthlyApp,,,,7217.58,58518.6,,,backgroundTaskHost.exe,2025-5
MonthlyApp,,,,2778.83,24419.83,,,explorer.exe,2025-5
MonthlyApp,,,,3541.95,32160.79,,,msedge.exe,2025-5
MonthlyApp,,,,33182.85,263610.57,,,node.exe,2025-5
MonthlyApp,,,,651.17,5884.97,,,git-remote-https.exe,2025-5
MonthlyApp,,,,1858.68,16798.08,,,ollama app.exe,2025-5
MonthlyApp,,,,620.5,4817.5,,,browser_assistant.exe,2025-5
MonthlyApp,,,,498.45,3344.13,,,taskhostw.exe,2025-5
MonthlyApp,,,,400.0,2876.6,,,NisSrv.exe,2025-5
MonthlyApp,,,,209.65,1275.82,,,Telegram.exe,2025-5
MonthlyApp,,,,61.04,379.36,,,CLToast.exe,2025-5
MonthlyApp,,,,65.2,389.02,,,updater.exe,2025-5
MonthlyApp,,,,100.26,599.34,,,wpspdf.exe,2025-5
DailyState,2025-05-29,,,41.32,261.19,0,,,
MonthlyApp,,,,15095.68,114880.67,,,LockApp.exe,2025-5
MonthlyApp,,,,65785.28,551581.67,,,Code.exe,2025-5
MonthlyApp,,,,341095.63,2786272.64,,,svchost.exe,2025-5
MonthlyApp,,,,125466.42,1084132.08,,,WhatsApp.exe,2025-5
MonthlyApp,,,,36535.46,295942.24,,,Dropbox.exe,2025-5
MonthlyApp,,,,2660.91,20038.18,,,services.exe,2025-5
MonthlyApp,,,,10639.07,88532.71,,,NortonSecurity.exe,2025-5
MonthlyApp,,,,9313.42,70134.69,,,System,2025-5
MonthlyApp,,,,624398.44,5081302.77,,,chrome.exe,2025-5
MonthlyApp,,,,2660.98,20038.39,,,lsass.exe,2025-5
MonthlyApp,,,,1330.39,10019.02,,,ollama.exe,2025-5
MonthlyApp,,,,15127.67,134819.4,,,wpscloudsvr.exe,2025-5
MonthlyApp,,,,2660.95,20038.2,,,wininit.exe,2025-5
MonthlyApp,,,,2660.95,20038.23,,,spoolsv.exe,2025-5
MonthlyApp,,,,2660.99,20038.46,,,Bridge_Service.exe,2025-5
MonthlyApp,,,,4688.94,37657.13,,,SearchApp.exe,2025-5
MonthlyApp,,,,5321.98,40077.12,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
MonthlyApp,,,,1034.58,9088.04,,,wps.exe,2025-5
MonthlyApp,,,,2407.16,21673.62,,,promecefpluginhost.exe,2025-5
MonthlyApp,,,,1269.55,9732.97,,,SDXHelper.exe,2025-5
MonthlyApp,,,,1197.55,9412.87,,,MpDefenderCoreService.exe,2025-5
MonthlyApp,,,,839.99,7631.16,,,MsMpEng.exe,2025-5
MonthlyApp,,,,1222.51,9348.19,,,gamingservices.exe,2025-5
MonthlyApp,,,,1127.84,9025.39,,,FileCoAuth.exe,2025-5
MonthlyApp,,,,7217.58,58518.6,,,backgroundTaskHost.exe,2025-5
MonthlyApp,,,,2778.83,24419.83,,,explorer.exe,2025-5
MonthlyApp,,,,3541.95,32160.79,,,msedge.exe,2025-5
MonthlyApp,,,,33182.85,263610.57,,,node.exe,2025-5
MonthlyApp,,,,651.17,5884.97,,,git-remote-https.exe,2025-5
MonthlyApp,,,,1858.68,16798.08,,,ollama app.exe,2025-5
MonthlyApp,,,,620.5,4817.5,,,browser_assistant.exe,2025-5
MonthlyApp,,,,498.45,3344.13,,,taskhostw.exe,2025-5
MonthlyApp,,,,400.0,2876.6,,,NisSrv.exe,2025-5
MonthlyApp,,,,209.65,1275.82,,,Telegram.exe,2025-5
MonthlyApp,,,,61.04,379.36,,,CLToast.exe,2025-5
MonthlyApp,,,,65.2,389.02,,,updater.exe,2025-5
MonthlyApp,,,,100.26,599.34,,,wpspdf.exe,2025-5
DailyState,2025-05-29,,,41.32,261.19,1.95,,,
DailyState,2025-05-29,,,41.32,261.19,3.94,,,
DailyState,2025-05-29,,,41.32,261.19,5.48,,,
DailyState,2025-05-29,,,41.32,261.19,7.04,,,
App,2025-05-29,,,2333.17,14833.19,,,chrome.exe,
App,2025-05-29,,,672.36,4305.92,,,WhatsApp.exe,
App,2025-05-29,,,84.05,538.24,,,lsass.exe,
App,2025-05-29,,,84.05,538.24,,,spoolsv.exe,
App,2025-05-29,,,1763.9,11291.97,,,svchost.exe,
App,2025-05-29,,,84.05,538.24,,,Bridge_Service.exe,
App,2025-05-29,,,294.16,1883.84,,,System,
App,2025-05-29,,,587.19,3754.32,,,Dropbox.exe,
App,2025-05-29,,,84.05,538.24,,,wininit.exe,
App,2025-05-29,,,290.51,1842.18,,,wpscloudsvr.exe,
App,2025-05-29,,,166.76,1061.43,,,NortonSecurity.exe,
App,2025-05-29,,,168.09,1076.48,,,dasHost.exe,
App,2025-05-29,,,84.05,538.24,,,services.exe,
App,2025-05-29,,,126.07,807.36,,,SearchApp.exe,
App,2025-05-29,,,84.05,538.24,,,Telegram.exe,
App,2025-05-29,,,42.02,269.12,,,ollama.exe,
App,2025-05-29,,,41.58,264.03,,,SDXHelper.exe,
DailyState,2025-05-29,,,41.32,261.19,8.64,,,
DailyState,2025-05-29,,,41.32,261.19,11.14,,,
DailyState,2025-05-29,,,41.32,261.19,12.98,,,
DailyState,2025-05-29,,,41.32,261.19,14.64,,,
DailyState,2025-05-29,,,41.32,261.19,16.11,,,
App,2025-05-29,,,3109.5,19864.34,,,chrome.exe,
App,2025-05-29,,,686.1,4437.92,,,WhatsApp.exe,
App,2025-05-29,,,85.76,554.74,,,lsass.exe,
App,2025-05-29,,,85.76,554.74,,,spoolsv.exe,
App,2025-05-29,,,2348.08,15157.03,,,svchost.exe,
App,2025-05-29,,,85.76,554.74,,,Bridge_Service.exe,
App,2025-05-29,,,300.17,1941.59,,,System,
App,2025-05-29,,,809.0,5210.52,,,Dropbox.exe,
App,2025-05-29,,,85.76,554.74,,,wininit.exe,
App,2025-05-29,,,291.36,1850.43,,,wpscloudsvr.exe,
App,2025-05-29,,,211.03,1351.48,,,NortonSecurity.exe,
App,2025-05-29,,,171.53,1109.48,,,dasHost.exe,
App,2025-05-29,,,85.76,554.74,,,services.exe,
App,2025-05-29,,,128.64,832.11,,,SearchApp.exe,
App,2025-05-29,,,85.76,554.74,,,Telegram.exe,
App,2025-05-29,,,42.88,277.37,,,ollama.exe,
App,2025-05-29,,,41.58,264.03,,,SDXHelper.exe,
App,2025-05-29,,,807.92,5196.6,,,msedge.exe,
App,2025-05-29,,,127.23,817.29,,,ollama app.exe,
App,2025-05-29,,,84.53,543.37,,,browser_assistant.exe,
App,2025-05-29,,,42.68,274.8,,,gamingservices.exe,
App,2025-05-29,,,42.88,277.37,,,FileCoAuth.exe,
DailyState,2025-05-29,,,41.32,261.19,17.94,,,
DailyState,2025-05-29,,,41.32,261.19,19.52,,,
DailyState,2025-05-29,,,41.32,261.19,20.29,,,
DailyState,2025-05-29,,,41.32,261.19,20.63,,,
DailyState,2025-05-29,,,41.32,261.19,22.63,,,
App,2025-05-29,,,4641.75,29809.61,,,chrome.exe,
App,2025-05-29,,,733.95,4760.93,,,WhatsApp.exe,
App,2025-05-29,,,87.6,569.82,,,lsass.exe,
App,2025-05-29,,,87.6,569.82,,,spoolsv.exe,
App,2025-05-29,,,3163.56,20473.81,,,svchost.exe,
App,2025-05-29,,,87.6,569.82,,,Bridge_Service.exe,
App,2025-05-29,,,306.61,1994.37,,,System,
App,2025-05-29,,,818.99,5288.37,,,Dropbox.exe,
App,2025-05-29,,,87.6,569.82,,,wininit.exe,
App,2025-05-29,,,335.3,2137.06,,,wpscloudsvr.exe,
App,2025-05-29,,,428.75,2767.2,,,NortonSecurity.exe,
App,2025-05-29,,,175.21,1139.64,,,dasHost.exe,
App,2025-05-29,,,87.6,569.82,,,services.exe,
App,2025-05-29,,,131.4,854.73,,,SearchApp.exe,
App,2025-05-29,,,87.6,569.82,,,Telegram.exe,
App,2025-05-29,,,43.8,284.91,,,ollama.exe,
App,2025-05-29,,,43.06,279.63,,,SDXHelper.exe,
App,2025-05-29,,,809.86,5213.06,,,msedge.exe,
App,2025-05-29,,,127.23,817.29,,,ollama app.exe,
App,2025-05-29,,,84.53,543.37,,,browser_assistant.exe,
App,2025-05-29,,,43.35,279.8,,,gamingservices.exe,
App,2025-05-29,,,42.91,277.81,,,FileCoAuth.exe,
App,2025-05-29,,,87.51,567.44,,,backgroundTaskHost.exe,
App,2025-05-29,,,43.8,284.91,,,MsMpEng.exe,
App,2025-05-29,,,876.03,5698.21,,,msedgewebview2.exe,
DailyState,2025-05-29,,,41.32,261.19,26.51,,,
DailyState,2025-05-29,,,41.32,261.19,31.29,,,
DailyState,2025-05-29,,,41.32,261.19,33.05,,,
DailyState,2025-05-29,,,41.32,261.19,36.16,,,
DailyState,2025-05-29,,,41.32,261.19,37.88,,,
App,2025-05-29,,,8961.25,58440.71,,,chrome.exe,
App,2025-05-29,,,734.94,4773.77,,,WhatsApp.exe,
App,2025-05-29,,,89.58,595.5,,,lsass.exe,
App,2025-05-29,,,89.58,595.5,,,spoolsv.exe,
App,2025-05-29,,,3776.41,24742.31,,,svchost.exe,
App,2025-05-29,,,89.58,595.5,,,Bridge_Service.exe,
App,2025-05-29,,,313.53,2084.27,,,System,
App,2025-05-29,,,873.67,5714.54,,,Dropbox.exe,
App,2025-05-29,,,89.58,595.5,,,wininit.exe,
App,2025-05-29,,,336.29,2149.9,,,wpscloudsvr.exe,
App,2025-05-29,,,430.78,2794.29,,,NortonSecurity.exe,
App,2025-05-29,,,179.16,1191.01,,,dasHost.exe,
App,2025-05-29,,,89.58,595.5,,,services.exe,
App,2025-05-29,,,134.37,893.26,,,SearchApp.exe,
App,2025-05-29,,,89.58,595.5,,,Telegram.exe,
App,2025-05-29,,,44.79,297.75,,,ollama.exe,
App,2025-05-29,,,43.06,279.63,,,SDXHelper.exe,
App,2025-05-29,,,811.84,5238.74,,,msedge.exe,
App,2025-05-29,,,127.23,817.29,,,ollama app.exe,
App,2025-05-29,,,84.53,543.37,,,browser_assistant.exe,
App,2025-05-29,,,44.48,294.56,,,gamingservices.exe,
App,2025-05-29,,,42.91,277.81,,,FileCoAuth.exe,
App,2025-05-29,,,87.51,567.44,,,backgroundTaskHost.exe,
App,2025-05-29,,,43.82,285.5,,,MsMpEng.exe,
App,2025-05-29,,,888.58,5858.24,,,msedgewebview2.exe,
App,2025-05-29,,,44.2,291.25,,,OfficeClickToRun.exe,
DailyState,2025-05-29,,,41.32,261.19,40.04,,,
DailyState,2025-05-29,,,41.32,261.19,44.73,,,
DailyState,2025-05-29,,,41.32,261.19,51.74,,,
DailyState,2025-05-29,,,41.32,261.19,59.81,,,
DailyState,2025-05-29,,,41.32,261.19,63.07,,,
App,2025-05-29,,,13943.35,92369.75,,,chrome.exe,
App,2025-05-29,,,737.13,4796.35,,,WhatsApp.exe,
App,2025-05-29,,,93.98,640.67,,,lsass.exe,
App,2025-05-29,,,93.98,640.66,,,spoolsv.exe,
App,2025-05-29,,,5430.55,36258.77,,,svchost.exe,
App,2025-05-29,,,93.98,640.67,,,Bridge_Service.exe,
App,2025-05-29,,,328.92,2242.34,,,System,
App,2025-05-29,,,991.38,6601.75,,,Dropbox.exe,
App,2025-05-29,,,93.98,640.67,,,wininit.exe,
App,2025-05-29,,,338.49,2172.49,,,wpscloudsvr.exe,
App,2025-05-29,,,479.67,3135.72,,,NortonSecurity.exe,
App,2025-05-29,,,187.95,1281.33,,,dasHost.exe,
App,2025-05-29,,,93.98,640.67,,,services.exe,
App,2025-05-29,,,140.97,961.0,,,SearchApp.exe,
App,2025-05-29,,,93.98,640.67,,,Telegram.exe,
App,2025-05-29,,,46.99,320.34,,,ollama.exe,
App,2025-05-29,,,45.44,306.31,,,SDXHelper.exe,
App,2025-05-29,,,816.23,5283.9,,,msedge.exe,
App,2025-05-29,,,127.23,817.29,,,ollama app.exe,
App,2025-05-29,,,84.53,543.37,,,browser_assistant.exe,
App,2025-05-29,,,46.44,316.12,,,gamingservices.exe,
App,2025-05-29,,,42.91,277.81,,,FileCoAuth.exe,
App,2025-05-29,,,87.51,567.44,,,backgroundTaskHost.exe,
App,2025-05-29,,,43.82,285.5,,,MsMpEng.exe,
App,2025-05-29,,,912.76,6106.65,,,msedgewebview2.exe,
App,2025-05-29,,,44.2,291.25,,,OfficeClickToRun.exe,
App,2025-05-29,,,45.44,306.3,,,MoUsoCoreWorker.exe,
DailyState,2025-05-29,,,41.32,261.19,68.05,,,
DailyState,2025-05-29,,,41.32,261.19,87.3,,,
DailyState,2025-05-29,,,41.32,261.19,95.51,,,
DailyState,2025-05-29,,,41.32,261.19,106.22,,,
DailyState,2025-05-29,,,41.32,261.19,114.82,,,
App,2025-05-29,,,33966.83,234628.87,,,chrome.exe,
App,2025-05-29,,,1619.75,11083.62,,,WhatsApp.exe,
App,2025-05-29,,,104.11,739.26,,,lsass.exe,
App,2025-05-29,,,104.1,738.92,,,spoolsv.exe,
App,2025-05-29,,,7314.08,50230.95,,,svchost.exe,
App,2025-05-29,,,104.12,739.24,,,Bridge_Service.exe,
App,2025-05-29,,,364.41,2587.23,,,System,
App,2025-05-29,,,1099.11,7512.27,,,Dropbox.exe,
App,2025-05-29,,,104.1,738.95,,,wininit.exe,
App,2025-05-29,,,343.56,2221.79,,,wpscloudsvr.exe,
App,2025-05-29,,,585.29,3903.84,,,NortonSecurity.exe,
App,2025-05-29,,,208.19,1477.92,,,dasHost.exe,
App,2025-05-29,,,104.12,739.17,,,services.exe,
App,2025-05-29,,,156.18,1108.9,,,SearchApp.exe,
App,2025-05-29,,,104.11,739.09,,,Telegram.exe,
App,2025-05-29,,,52.05,369.58,,,ollama.exe,
App,2025-05-29,,,45.44,306.31,,,SDXHelper.exe,
App,2025-05-29,,,826.35,5382.29,,,msedge.exe,
App,2025-05-29,,,127.23,817.29,,,ollama app.exe,
App,2025-05-29,,,84.53,543.37,,,browser_assistant.exe,
App,2025-05-29,,,50.53,358.87,,,gamingservices.exe,
App,2025-05-29,,,42.91,277.81,,,FileCoAuth.exe,
App,2025-05-29,,,140.78,982.72,,,backgroundTaskHost.exe,
App,2025-05-29,,,43.82,285.5,,,MsMpEng.exe,
App,2025-05-29,,,964.82,6626.77,,,msedgewebview2.exe,
App,2025-05-29,,,44.2,291.25,,,OfficeClickToRun.exe,
App,2025-05-29,,,45.44,306.3,,,MoUsoCoreWorker.exe,
App,2025-05-29,,,47.95,334.14,,,Zoom.exe,
DailyState,2025-05-29,,,41.32,261.19,120.12,,,
DailyState,2025-05-29,,,41.32,261.19,125.33,,,
DailyState,2025-05-29,,,41.32,261.19,133.15,,,
DailyState,2025-05-29,,,41.32,261.19,133.91,,,
DailyState,2025-05-29,,,41.32,261.19,135.99,,,
